Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,HeatingQC,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,TotalBath,TotalHalfBath,HouseAge,RemodelledAge,GarageAge
1728,60,70.0,9109,7,5,0.0,4,3,4,3,122.0,754.0,5,0,1540,3,1,4,6,0,0,2.0,495.0,3,3,140,32,0,0,0,0,0,0,10,3.0,1.0,15,15,15.0
1729,60,,10274,6,7,141.0,3,4,4,3,345.0,676.0,3,0,1400,3,1,3,6,0,0,2.0,465.0,3,3,0,48,0,0,0,0,0,0,7,2.0,1.0,23,23,23.0
1730,90,75.0,8250,6,7,0.0,3,3,0,0,0.0,0.0,3,0,1882,4,2,3,8,2,3,2.0,612.0,3,3,0,0,0,0,0,0,0,0,5,2.0,0.0,28,28,28.0
1731,20,63.0,9750,5,5,0.0,3,3,3,3,28.0,980.0,4,0,980,3,1,3,5,0,0,2.0,400.0,3,3,0,28,0,0,0,0,0,0,11,2.0,0.0,47,47,40.0
1732,20,,8499,5,6,0.0,3,3,3,3,204.0,864.0,5,0,864,3,1,3,5,0,0,2.0,732.0,3,3,0,312,0,0,0,0,0,0,6,2.0,0.0,48,48,27.0
1733,20,,9079,5,5,0.0,3,3,3,3,0.0,864.0,3,0,864,2,1,3,5,0,0,1.0,440.0,3,3,158,0,0,0,0,0,0,0,7,1.0,0.0,48,48,48.0
1734,20,,9316,5,5,0.0,3,3,3,3,480.0,1024.0,4,0,1020,3,1,3,5,0,0,1.0,288.0,3,3,171,0,0,0,0,0,0,0,5,2.0,0.0,44,44,44.0
1735,20,,7791,5,8,0.0,4,4,3,3,288.0,912.0,5,0,912,3,1,4,6,0,0,1.0,300.0,3,3,0,0,0,0,0,0,0,0,10,2.0,0.0,46,14,46.0
1736,20,65.0,7150,5,6,60.0,3,3,3,3,182.0,912.0,4,0,912,3,1,3,6,0,0,1.0,252.0,3,3,0,0,0,0,0,0,0,0,10,1.0,1.0,47,47,47.0
1737,20,,15676,8,8,115.0,4,4,4,4,189.0,2014.0,4,0,2014,2,1,4,6,2,4,3.0,864.0,3,3,462,0,0,255,0,0,0,0,4,3.0,0.0,29,29,29.0
1738,60,,11949,7,8,196.0,4,4,4,3,158.0,975.0,5,0,1755,3,1,4,7,1,3,2.0,524.0,3,3,502,60,0,0,0,0,0,0,7,2.0,2.0,18,1,18.0
1739,160,32.0,2880,7,5,0.0,4,3,4,3,1376.0,1376.0,5,0,3005,3,1,4,9,1,3,3.0,704.0,3,3,0,177,0,0,0,0,0,0,7,2.0,1.0,5,4,5.0
1740,120,,3830,6,5,280.0,4,3,4,3,1726.0,1726.0,5,0,1726,2,1,4,6,1,4,2.0,561.0,3,3,0,254,0,0,0,0,0,0,1,2.0,1.0,1,1,1.0
1741,120,,4217,6,5,252.0,4,3,4,3,183.0,1145.0,5,0,1256,1,1,4,5,1,4,2.0,641.0,3,3,0,169,0,0,0,0,0,0,3,2.0,1.0,1,1,1.0
1742,160,34.0,2998,6,5,513.0,4,3,4,3,249.0,756.0,5,0,1512,2,1,4,4,0,0,2.0,440.0,3,3,0,32,0,0,0,0,0,0,8,3.0,1.0,9,9,9.0
1743,160,35.0,3768,7,5,218.0,4,3,4,3,142.0,691.0,5,0,1452,3,1,4,6,0,0,2.0,506.0,3,3,0,34,0,0,0,0,0,0,9,3.0,1.0,10,10,10.0
1744,20,,14694,8,9,450.0,5,5,4,4,306.0,1694.0,5,0,1694,2,1,5,5,1,4,2.0,642.0,3,3,501,120,0,225,0,0,0,0,6,3.0,0.0,32,1,32.0
1745,20,110.0,15417,7,5,0.0,4,3,4,3,1619.0,1740.0,3,0,1740,2,1,4,7,0,0,2.0,540.0,3,3,228,20,218,0,0,0,0,0,6,1.0,1.0,28,28,28.0
1746,80,80.0,9600,8,5,200.0,4,4,3,3,392.0,392.0,5,0,2499,4,1,3,5,1,4,2.0,527.0,3,3,0,64,0,0,0,0,0,0,1,2.0,1.0,33,33,33.0
1747,60,,12732,7,6,0.0,3,3,3,3,150.0,752.0,3,0,2067,3,1,4,7,2,3,2.0,784.0,3,3,297,40,0,0,0,0,0,0,6,2.0,1.0,35,35,35.0
1748,60,80.0,10400,6,7,256.0,3,3,3,3,932.0,932.0,4,0,2640,5,1,4,8,1,3,2.0,515.0,3,3,0,120,0,0,168,0,0,0,5,2.0,1.0,42,12,42.0
1749,20,80.0,9600,5,5,128.0,3,3,4,3,588.0,1288.0,3,0,1336,3,1,3,6,1,2,2.0,502.0,3,3,312,11,0,0,0,0,0,650,8,2.0,1.0,40,40,40.0
1750,20,75.0,9000,6,5,200.0,3,3,3,3,261.0,1216.0,3,0,1216,3,1,3,5,0,0,1.0,336.0,3,3,0,0,0,0,0,0,0,0,8,2.0,0.0,40,40,40.0
1751,60,,13774,7,7,283.0,3,4,4,3,476.0,908.0,5,0,2288,4,1,4,8,2,3,2.0,520.0,3,3,321,72,0,0,156,0,0,0,11,1.0,2.0,32,17,32.0
1752,20,62.0,7130,5,6,0.0,3,3,3,3,216.0,864.0,3,0,864,2,1,3,5,0,0,1.0,312.0,3,3,0,0,0,0,0,0,0,0,6,1.0,1.0,42,42,42.0
1753,20,80.0,9600,5,5,0.0,3,3,3,3,1568.0,1568.0,3,0,1568,3,1,3,7,0,0,2.0,440.0,3,3,160,40,0,0,0,0,0,0,3,1.0,1.0,42,42,42.0
1754,60,80.0,9600,7,5,252.0,3,3,3,3,467.0,1165.0,4,0,2061,4,1,3,8,1,3,2.0,498.0,3,3,0,77,0,0,196,0,0,0,5,2.0,2.0,35,35,35.0
1755,85,,16500,6,5,509.0,3,3,4,3,270.0,1232.0,2,0,1320,3,1,3,5,1,4,2.0,495.0,3,3,0,20,0,0,0,0,0,0,5,2.0,1.0,38,38,38.0
1756,20,60.0,7436,4,7,0.0,3,3,3,3,160.0,894.0,4,0,894,2,1,3,5,1,1,2.0,396.0,3,3,0,0,0,360,0,0,0,0,8,2.0,0.0,49,49,21.0
1757,20,65.0,8125,5,7,0.0,3,3,3,3,461.0,864.0,5,0,864,3,1,3,5,0,0,1.0,308.0,3,3,0,0,0,0,0,0,0,0,9,1.0,0.0,50,50,49.0
1758,20,,9450,4,5,160.0,3,3,3,3,265.0,1040.0,3,0,1362,3,1,3,6,1,4,3.0,768.0,3,3,0,0,84,0,0,0,0,0,5,2.0,0.0,52,52,27.0
1759,20,,13495,5,6,70.0,3,4,3,3,222.0,1048.0,2,0,1728,3,1,3,7,1,4,2.0,576.0,3,3,0,99,0,0,0,0,0,0,7,3.0,0.0,53,53,53.0
1760,20,85.0,9350,5,6,217.0,3,3,3,3,491.0,1313.0,3,0,1313,3,1,4,6,1,3,2.0,610.0,3,3,172,28,0,0,121,0,0,0,2,2.0,1.0,48,14,48.0
1761,20,115.0,10500,5,5,144.0,3,4,3,3,294.0,1292.0,3,0,1292,3,1,3,6,2,4,2.0,520.0,3,3,0,32,0,0,92,0,0,0,7,2.0,1.0,45,45,45.0
1762,60,,8970,5,6,0.0,3,4,3,3,356.0,744.0,3,0,2140,4,1,3,7,1,3,2.0,549.0,3,3,0,40,264,0,0,0,0,0,6,2.0,1.0,44,44,44.0
1763,80,85.0,11475,6,6,90.0,3,3,3,3,640.0,1208.0,5,0,1576,4,1,4,7,1,1,2.0,368.0,3,3,85,0,0,0,0,0,0,0,9,2.0,0.0,48,48,48.0
1764,20,68.0,9768,5,5,0.0,3,3,3,3,613.0,960.0,4,0,960,2,1,3,5,0,0,1.0,330.0,3,3,0,70,0,0,0,0,0,0,2,2.0,0.0,54,54,54.0
1765,20,90.0,9900,6,5,0.0,4,3,3,3,507.0,1680.0,3,0,1691,2,1,3,5,0,0,2.0,550.0,4,3,0,67,260,0,0,0,0,0,4,2.0,0.0,42,42,42.0
1766,20,92.0,10573,6,6,3.0,3,3,3,3,141.0,1453.0,5,0,1453,3,1,3,6,1,3,2.0,530.0,3,3,0,49,0,0,288,0,0,0,4,3.0,0.0,48,48,48.0
1767,20,80.0,14695,6,8,210.0,3,4,3,3,175.0,1562.0,4,0,1567,2,1,4,5,2,4,2.0,542.0,3,3,0,110,0,0,342,0,0,0,7,3.0,0.0,43,1,43.0
1768,20,73.0,8760,5,7,164.0,4,3,3,3,313.0,1169.0,3,0,1144,3,1,3,6,0,0,1.0,286.0,3,3,257,0,0,0,0,0,0,0,6,2.0,0.0,53,53,53.0
1769,20,,12285,7,6,128.0,3,3,3,3,785.0,1329.0,4,0,1329,3,1,3,5,2,4,2.0,441.0,3,3,0,0,203,0,0,0,0,0,8,1.0,1.0,49,49,49.0
1770,20,66.0,9240,6,8,0.0,4,3,3,3,280.0,988.0,3,0,988,3,1,4,6,0,0,1.0,297.0,3,3,156,0,0,0,0,0,0,0,6,3.0,0.0,50,11,50.0
1771,20,70.0,8750,5,5,0.0,3,3,3,3,565.0,1202.0,3,0,1202,3,1,3,6,0,0,1.0,304.0,3,3,0,35,120,0,0,0,0,0,11,1.0,1.0,53,53,53.0
1772,20,70.0,8750,5,5,0.0,3,3,3,3,727.0,1382.0,4,0,1382,3,1,4,6,0,0,1.0,350.0,3,3,280,0,0,0,0,0,0,0,7,1.0,1.0,54,54,54.0
1773,20,80.0,10400,4,5,0.0,3,3,3,3,295.0,1200.0,3,0,1200,3,1,3,6,2,4,1.0,294.0,3,3,0,189,140,0,0,0,0,0,11,2.0,0.0,53,53,53.0
1774,90,76.0,9482,5,4,657.0,3,3,3,3,1866.0,1866.0,5,0,1866,4,2,3,8,0,0,2.0,495.0,3,2,0,0,0,0,0,0,0,0,12,2.0,0.0,51,51,51.0
1775,20,53.0,8128,6,7,80.0,3,3,3,3,572.0,1062.0,4,0,1062,3,1,3,6,0,0,1.0,297.0,3,3,0,0,0,0,0,0,0,0,2,2.0,0.0,55,55,55.0
1776,20,67.0,13070,5,5,0.0,3,3,3,3,323.0,631.0,3,0,1112,2,1,3,5,0,0,2.0,480.0,3,3,0,0,0,0,255,0,0,0,10,1.0,0.0,58,58,58.0
1777,30,80.0,8480,5,6,0.0,3,4,3,3,93.0,793.0,3,0,793,2,1,2,4,0,0,1.0,240.0,3,3,0,0,0,0,0,0,0,0,8,2.0,0.0,64,59,64.0
1778,20,60.0,7626,5,8,0.0,4,3,3,3,100.0,1031.0,4,0,1031,2,1,4,5,0,0,1.0,230.0,3,3,0,0,0,0,0,0,0,0,3,2.0,0.0,57,4,57.0
1779,20,75.0,9533,5,5,140.0,3,3,0,0,0.0,0.0,3,0,1210,2,1,3,7,0,0,1.0,616.0,3,3,208,0,100,0,0,0,0,0,8,1.0,1.0,56,56,56.0
1780,60,78.0,11419,7,7,0.0,3,3,3,3,0.0,699.0,5,0,1527,3,1,3,6,1,4,2.0,410.0,3,3,0,0,134,0,0,0,0,0,12,2.0,1.0,61,10,61.0
1781,20,60.0,9600,5,6,0.0,3,3,3,3,810.0,1200.0,3,0,1200,3,1,3,6,0,0,1.0,246.0,3,3,126,0,0,0,0,0,0,0,8,1.0,0.0,59,59,59.0
1782,20,53.0,5470,3,5,0.0,3,3,3,3,792.0,792.0,4,0,792,2,1,3,4,0,0,1.0,366.0,2,3,0,90,0,0,0,0,0,0,8,1.0,0.0,51,51,51.0
1783,60,60.0,10800,5,7,0.0,3,4,3,3,676.0,676.0,5,0,1352,4,1,4,7,0,0,2.0,720.0,3,3,187,0,128,0,0,0,0,0,8,2.0,1.0,70,3,70.0
1784,70,80.0,8146,4,8,0.0,4,4,2,3,405.0,405.0,4,0,1039,2,1,3,6,0,0,1.0,281.0,3,3,0,0,168,0,111,0,0,0,5,1.0,0.0,109,6,69.0
1785,30,60.0,10230,5,7,0.0,3,3,3,3,1054.0,1054.0,5,0,1078,3,1,5,6,0,0,1.0,264.0,3,3,0,0,0,0,112,0,0,0,12,1.0,0.0,84,59,22.0
1786,50,60.0,10410,4,5,0.0,3,3,3,3,1313.0,1313.0,3,1064,2377,3,1,4,8,1,3,2.0,528.0,3,3,0,0,432,0,0,0,0,0,6,2.0,0.0,94,59,55.0
1787,70,60.0,7200,7,9,0.0,4,4,3,3,560.0,560.0,5,0,1690,4,1,4,5,0,0,2.0,624.0,3,3,0,0,112,0,0,0,0,0,8,2.0,0.0,99,1,1.0
1788,30,90.0,5400,2,5,0.0,2,3,2,3,416.0,416.0,4,0,599,2,1,4,4,0,0,0.0,0.0,0,0,0,81,0,0,0,0,0,0,6,2.0,0.0,69,59,
1789,30,60.0,10800,5,7,0.0,3,3,3,3,720.0,720.0,3,0,846,2,1,4,4,0,0,2.0,576.0,3,3,0,0,0,0,0,0,0,0,6,1.0,0.0,89,59,29.0
1790,30,60.0,10800,3,5,0.0,3,3,3,3,630.0,630.0,3,0,725,1,1,3,4,0,0,1.0,320.0,3,3,0,30,0,0,0,0,0,0,11,1.0,1.0,119,11,50.0
1791,90,81.0,9671,6,5,480.0,3,3,3,3,1248.0,1248.0,3,0,2544,6,2,3,12,0,0,3.0,907.0,3,3,0,0,0,0,0,0,0,0,8,2.0,2.0,40,40,40.0
1792,20,83.0,10143,6,7,295.0,3,3,3,3,996.0,1380.0,2,0,1380,3,1,3,6,0,0,1.0,364.0,3,3,0,0,0,0,216,0,0,0,6,1.0,1.0,46,46,46.0
1793,20,77.0,11500,6,4,0.0,2,3,3,2,108.0,1040.0,4,0,1040,3,1,3,6,1,1,2.0,480.0,3,3,0,0,156,0,0,0,0,0,5,2.0,0.0,42,42,42.0
1794,20,62.0,8010,6,9,0.0,4,4,3,3,206.0,951.0,4,0,951,2,1,4,6,0,0,2.0,480.0,3,3,0,0,42,0,0,0,0,450,9,2.0,0.0,51,2,24.0
1795,20,90.0,10454,6,6,143.0,3,3,3,3,559.0,1105.0,4,0,1105,3,1,3,5,0,0,1.0,308.0,3,3,0,0,0,0,0,0,0,0,4,1.0,0.0,52,52,52.0
1796,20,80.0,9000,6,6,82.0,3,3,4,3,160.0,160.0,2,0,1142,2,1,3,5,1,4,1.0,384.0,3,3,0,28,64,0,0,0,0,0,4,1.0,0.0,51,51,51.0
1797,50,60.0,8064,6,5,0.0,3,3,3,3,174.0,795.0,4,0,1133,3,1,3,5,0,0,2.0,900.0,3,3,0,0,0,0,231,0,0,0,12,1.0,0.0,59,59,20.0
1798,20,71.0,7350,5,6,0.0,3,3,3,3,1041.0,1041.0,4,0,1041,3,1,3,6,0,0,1.0,294.0,3,3,0,0,0,0,0,0,0,0,3,1.0,0.0,51,51,51.0
1799,20,60.0,7200,5,7,0.0,3,4,3,4,0.0,732.0,3,0,732,2,1,3,4,0,0,1.0,240.0,3,3,0,68,0,0,0,0,0,0,9,2.0,0.0,57,57,57.0
1800,80,80.0,8000,5,5,0.0,3,3,4,3,0.0,528.0,3,0,1183,3,1,3,6,0,0,1.0,288.0,3,3,0,0,0,0,0,0,0,0,7,2.0,0.0,50,50,50.0
1801,50,60.0,10800,4,7,0.0,3,3,3,3,832.0,832.0,3,0,1461,4,1,3,6,0,0,1.0,384.0,3,3,0,204,0,0,0,0,0,0,8,2.0,0.0,60,13,60.0
1802,50,60.0,8064,6,7,0.0,3,3,3,3,744.0,864.0,3,431,1495,3,1,3,6,0,0,2.0,576.0,3,3,180,36,0,0,0,0,0,0,8,1.0,0.0,61,15,15.0
1803,60,76.0,7570,6,5,420.0,3,3,3,3,780.0,780.0,3,0,1806,4,1,3,8,0,0,2.0,483.0,3,3,0,55,0,0,0,0,0,0,3,1.0,1.0,45,45,45.0
1804,90,75.0,8604,5,7,124.0,3,4,4,3,0.0,941.0,4,0,941,2,1,4,4,0,0,2.0,564.0,3,3,0,40,0,0,0,0,0,0,11,2.0,0.0,31,31,31.0
1805,20,80.0,7936,6,6,0.0,3,3,3,3,219.0,1045.0,3,0,1045,3,1,3,6,1,2,1.0,264.0,3,3,0,0,0,0,0,0,0,0,4,2.0,0.0,46,46,46.0
1806,50,68.0,4080,6,8,0.0,3,3,3,3,901.0,901.0,4,0,1378,3,1,4,6,0,0,1.0,162.0,2,2,54,0,40,0,0,0,0,0,6,1.0,0.0,74,11,89.0
1807,90,57.0,10307,6,5,0.0,3,3,3,3,339.0,972.0,4,0,1944,4,2,3,12,0,0,2.0,324.0,2,3,0,28,169,0,0,0,0,0,6,3.0,0.0,99,59,89.0
1808,50,90.0,15660,5,8,0.0,3,4,3,3,240.0,240.0,3,0,1306,3,1,4,6,0,0,2.0,472.0,2,3,0,0,0,0,0,0,0,0,7,1.0,1.0,99,6,50.0
1809,70,90.0,9900,5,8,0.0,4,3,3,3,504.0,504.0,5,0,1464,3,1,3,7,0,0,0.0,0.0,0,0,0,0,176,0,0,0,0,0,3,2.0,0.0,99,7,
1810,70,57.0,6406,5,6,0.0,3,3,3,3,269.0,690.0,3,0,1558,3,1,3,7,1,4,2.0,400.0,3,3,0,36,0,0,182,0,0,0,10,1.0,1.0,70,59,70.0
1811,190,63.0,7627,4,6,0.0,2,3,2,1,600.0,600.0,4,0,1701,4,2,2,8,0,0,0.0,0.0,0,0,0,0,148,0,0,0,0,0,10,2.0,0.0,89,59,
1812,50,56.0,10134,5,5,0.0,3,3,2,3,801.0,801.0,4,0,1447,3,1,3,6,0,0,0.0,0.0,0,0,80,0,244,0,0,0,0,0,7,1.0,0.0,99,59,
1813,50,50.0,6000,5,7,0.0,3,5,3,3,384.0,768.0,3,0,1328,3,1,3,6,0,0,1.0,308.0,3,3,0,12,0,0,0,0,0,0,3,1.0,1.0,59,39,59.0
1814,30,62.0,7404,4,6,0.0,3,3,2,3,861.0,861.0,3,0,861,2,1,3,5,0,0,2.0,288.0,3,3,0,0,128,0,0,0,0,0,11,1.0,0.0,89,59,89.0
1815,30,50.0,5925,2,4,0.0,3,4,0,0,0.0,0.0,2,0,612,1,1,3,4,0,0,1.0,308.0,3,2,0,0,25,0,0,0,0,0,10,1.0,0.0,69,59,44.0
1816,30,60.0,8520,5,8,0.0,4,3,2,3,624.0,624.0,3,0,792,2,1,3,5,0,0,1.0,287.0,3,3,0,0,81,0,0,0,0,0,2,1.0,0.0,86,59,46.0
1817,70,60.0,9600,4,4,0.0,4,4,2,3,677.0,677.0,3,0,1510,3,1,4,7,0,0,2.0,720.0,3,3,0,0,160,0,0,0,0,0,6,2.0,0.0,99,59,35.0
1818,70,70.0,8400,6,7,0.0,3,3,2,4,917.0,917.0,4,0,2007,3,1,5,8,0,0,1.0,357.0,3,3,0,235,0,0,0,0,0,0,6,2.0,0.0,109,59,79.0
1819,70,60.0,3600,6,7,0.0,3,3,3,3,624.0,624.0,5,0,1288,3,1,5,5,1,4,1.0,280.0,3,3,0,103,0,0,0,0,0,0,5,2.0,0.0,92,2,92.0
1820,30,,3300,4,3,0.0,3,3,3,3,624.0,624.0,5,0,816,2,1,3,5,1,4,0.0,0.0,0,0,0,33,0,0,0,0,0,0,6,1.0,0.0,99,59,
1821,50,60.0,5400,6,6,0.0,2,3,3,3,972.0,972.0,5,436,1480,3,1,3,6,0,0,1.0,207.0,2,3,0,0,176,0,0,0,0,0,9,1.0,0.0,89,59,89.0
1822,70,60.0,9720,6,7,0.0,3,3,3,3,741.0,741.0,5,0,1521,4,1,4,8,0,0,3.0,640.0,3,3,0,0,238,0,0,0,0,0,9,1.0,0.0,99,7,59.0
1823,30,72.0,9392,3,3,0.0,3,2,2,3,245.0,245.0,3,0,797,2,1,3,5,0,0,0.0,0.0,0,0,0,36,94,0,0,0,0,0,9,1.0,0.0,109,59,
1824,30,,6615,6,6,0.0,3,3,3,3,1022.0,1022.0,3,0,1432,3,1,4,6,1,4,1.0,216.0,2,3,266,61,0,0,0,0,0,0,9,1.0,0.0,86,59,86.0
1825,70,50.0,4960,5,7,0.0,3,3,3,3,297.0,297.0,5,0,1654,3,1,3,7,1,4,1.0,336.0,3,3,244,60,0,0,0,0,0,0,5,2.0,0.0,79,27,54.0
1826,50,60.0,6000,5,5,444.0,3,3,3,3,248.0,468.0,4,0,1142,3,1,3,6,0,0,1.0,320.0,3,3,0,0,98,0,0,0,0,0,6,1.0,0.0,85,59,85.0
1827,30,51.0,6120,5,6,0.0,3,3,3,3,960.0,960.0,4,0,995,2,1,3,5,0,0,1.0,264.0,3,3,0,15,51,0,0,0,0,0,3,1.0,0.0,84,10,83.0
1828,50,51.0,6120,5,6,0.0,3,3,3,2,679.0,952.0,3,0,1582,3,1,3,6,1,4,1.0,250.0,2,3,189,0,34,150,0,0,0,0,2,2.0,0.0,71,59,71.0
1829,30,50.0,8635,5,5,0.0,3,2,3,3,938.0,1072.0,3,0,1072,2,1,3,5,0,0,5.0,1184.0,2,3,0,0,105,0,0,0,0,0,8,2.0,0.0,84,59,27.0
1830,70,57.0,8094,6,6,0.0,3,3,3,3,1048.0,1048.0,4,0,1768,3,1,3,8,0,0,2.0,576.0,2,2,0,0,150,0,0,0,0,0,6,2.0,0.0,94,59,79.0
1831,70,68.0,9928,7,8,0.0,3,4,3,3,672.0,672.0,2,0,1944,3,1,3,8,0,0,1.0,216.0,3,3,24,28,0,0,0,0,0,400,6,2.0,0.0,94,15,94.0
1832,90,50.0,3000,5,1,0.0,3,3,3,2,1040.0,1040.0,3,0,2128,4,2,3,11,0,0,0.0,0.0,0,0,0,56,0,0,0,0,0,0,9,2.0,0.0,87,59,
1833,70,57.0,6876,6,5,0.0,3,3,3,2,198.0,720.0,2,0,1930,4,1,3,8,0,0,1.0,316.0,3,3,0,0,213,0,0,0,0,0,8,3.0,0.0,82,59,82.0
1834,70,,5775,6,7,0.0,3,3,3,3,483.0,483.0,5,0,1427,3,1,4,7,0,0,1.0,379.0,3,3,0,24,112,0,0,0,0,0,2,1.0,0.0,94,7,94.0
1835,190,41.0,5852,7,5,188.0,3,2,3,2,851.0,1020.0,3,0,1864,6,1,3,9,0,0,0.0,0.0,0,0,0,188,102,0,0,0,0,0,5,2.0,1.0,107,9,
1836,50,60.0,5160,6,6,0.0,3,2,3,3,1204.0,1204.0,3,0,1666,3,1,3,4,0,0,1.0,384.0,2,3,0,0,148,0,0,0,0,0,8,1.0,0.0,82,59,82.0
1837,85,86.0,5160,4,6,0.0,3,4,4,2,46.0,858.0,3,0,892,1,1,4,5,0,0,0.0,0.0,0,0,0,0,105,0,160,0,0,0,7,2.0,0.0,86,59,
1838,190,60.0,10320,6,7,0.0,3,4,3,3,160.0,698.0,5,0,1403,3,1,3,7,0,0,1.0,308.0,3,3,0,0,288,0,0,0,0,0,2,2.0,1.0,94,44,94.0
1839,20,50.0,4280,4,9,0.0,3,4,2,3,560.0,560.0,5,0,704,2,1,2,4,0,0,1.0,220.0,3,3,0,0,24,0,0,0,0,0,9,1.0,1.0,63,8,63.0
1840,90,60.0,10800,5,5,0.0,3,4,4,4,0.0,1200.0,3,0,1200,3,1,3,5,0,0,0.0,0.0,0,0,120,0,0,0,0,0,0,0,3,6.0,0.0,22,21,
1841,90,,10547,5,5,0.0,3,3,4,4,0.0,1152.0,3,0,1152,2,2,3,6,0,0,1.0,252.0,3,2,0,0,0,0,0,0,0,0,7,4.0,0.0,31,31,49.0
1842,50,60.0,9780,5,3,0.0,3,3,3,3,585.0,585.0,3,0,1112,4,1,3,6,0,0,1.0,226.0,1,1,0,0,0,0,0,0,0,0,3,3.0,0.0,75,59,75.0
1843,20,75.0,11625,5,6,172.0,3,3,3,3,525.0,1052.0,3,0,1052,3,1,3,6,1,1,1.0,668.0,3,3,0,215,0,0,0,0,0,0,4,1.0,1.0,42,42,25.0
1844,85,,8014,6,5,23.0,3,3,4,3,0.0,456.0,3,0,1034,3,1,3,5,1,2,2.0,504.0,3,3,0,0,0,0,0,0,0,0,6,1.0,1.0,31,31,31.0
1845,80,88.0,15400,5,5,0.0,3,3,3,4,552.0,552.0,3,259,1774,4,1,3,8,1,3,1.0,384.0,3,3,290,40,0,0,0,0,0,0,7,2.0,0.0,48,48,48.0
1846,80,88.0,15312,6,5,54.0,3,3,3,3,550.0,1138.0,5,0,1138,3,1,3,6,1,3,2.0,480.0,3,3,0,0,0,0,140,0,0,0,3,1.0,1.0,49,49,49.0
1847,80,,15584,5,5,366.0,3,3,3,3,825.0,825.0,5,0,2071,4,1,3,9,1,3,1.0,336.0,3,3,131,28,0,0,0,0,0,0,10,1.0,2.0,53,53,53.0
1848,20,,9000,2,2,0.0,3,3,0,0,0.0,0.0,2,0,660,2,1,2,5,0,0,0.0,0.0,0,0,0,0,100,0,0,0,0,0,6,1.0,0.0,62,59,
1849,20,,15635,4,5,0.0,3,3,0,0,0.0,0.0,3,0,1383,2,1,3,6,0,0,2.0,498.0,2,3,0,0,90,0,110,0,0,0,10,1.0,0.0,55,55,29.0
1850,20,68.0,9571,5,5,0.0,3,3,3,3,816.0,1073.0,3,0,1073,2,1,3,5,0,0,1.0,340.0,3,3,0,0,0,0,0,0,0,0,2,2.0,0.0,53,53,53.0
1851,60,50.0,9350,6,7,0.0,3,3,3,3,405.0,747.0,5,0,1639,3,1,4,6,1,4,1.0,240.0,3,3,0,50,0,0,0,0,0,0,7,1.0,1.0,63,59,63.0
1852,20,62.0,7440,5,6,0.0,3,3,4,3,916.0,1089.0,3,0,1089,3,1,3,5,1,4,1.0,252.0,3,3,328,0,0,0,0,0,0,0,9,2.0,0.0,55,55,55.0
1853,120,42.0,4235,5,5,149.0,4,3,4,3,104.0,1049.0,3,0,1049,2,1,4,5,0,0,1.0,266.0,3,3,0,105,0,0,0,0,0,0,2,3.0,0.0,25,25,25.0
1854,80,74.0,10778,7,6,0.0,4,3,4,3,308.0,1054.0,4,0,1061,1,1,4,4,0,0,2.0,462.0,3,3,114,36,0,0,0,0,0,0,7,2.0,1.0,19,18,19.0
1855,80,66.0,19255,6,5,100.0,4,3,4,3,0.0,520.0,4,0,1338,2,1,4,5,1,1,2.0,576.0,3,3,0,0,0,0,0,0,0,600,9,1.0,1.0,26,26,26.0
1856,60,85.0,10560,7,5,0.0,4,4,4,4,605.0,1079.0,5,0,1879,3,1,4,8,1,3,2.0,473.0,3,3,400,100,144,0,0,0,0,0,8,3.0,1.0,16,15,16.0
1857,70,120.0,26400,5,7,0.0,4,3,0,0,0.0,0.0,5,0,2016,4,1,3,7,1,3,2.0,576.0,3,3,0,0,0,0,0,0,0,0,6,1.0,0.0,129,2,109.0
1858,90,64.0,7018,5,5,0.0,3,3,0,0,0.0,0.0,3,0,2228,6,2,3,8,0,0,2.0,720.0,3,3,73,0,0,0,0,0,0,0,6,2.0,0.0,30,30,30.0
1859,90,64.0,7018,5,5,0.0,3,3,0,0,0.0,0.0,3,0,1535,4,2,3,8,0,0,2.0,400.0,3,3,0,0,0,0,0,0,0,0,6,2.0,0.0,30,30,30.0
1860,90,64.0,7040,5,5,216.0,3,3,4,3,0.0,1094.0,3,0,1229,2,2,4,6,2,3,2.0,672.0,3,3,120,0,0,0,0,0,0,0,6,2.0,2.0,30,30,30.0
1861,90,64.0,7007,5,5,0.0,3,3,0,0,0.0,0.0,3,0,1513,4,2,3,8,0,0,2.0,400.0,3,3,0,0,0,0,0,0,0,0,6,2.0,0.0,30,30,30.0
1862,90,,11855,7,5,23.0,3,3,5,3,348.0,1168.0,5,0,2787,6,2,3,8,2,3,4.0,820.0,3,3,312,0,0,0,0,0,0,0,10,6.0,2.0,9,9,9.0
1863,90,,7939,7,5,23.0,3,3,5,3,348.0,1168.0,5,0,2787,6,2,3,8,2,3,4.0,820.0,3,3,312,0,0,0,0,0,0,0,10,6.0,2.0,9,9,9.0
